uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
660157573,Papua New Guinea,Household,Online,H,1/8/17,Australia and Oceania,1/23/17,4151,668.27,502.54,2773988.77,2086043.54,687945.23
377610242,Bulgaria,Household,Offline,M,2/17/17,Europe,3/17/17,2117,668.27,502.54,1414727.59,1063877.18,350850.41
545900619,Eritrea,Snacks,Offline,L,8/7/11,Sub-Saharan Africa,9/2/11,2979,152.58,97.44,454535.82,290273.76,164262.06
472890031,Thailand,Office Supplies,Online,C,9/20/13,Asia,11/8/13,7524,651.21,524.96,4899704.04,3949799.04,949905
436752307,Equatorial Guinea,Household,Offline,L,5/13/11,Sub-Saharan Africa,6/8/11,3568,668.27,502.54,2384387.36,1793062.72,591324.64
335973775,Cote d'Ivoire,Personal Care,Offline,H,3/2/16,Sub-Saharan Africa,4/20/16,961,81.73,56.67,78542.53,54459.87,24082.66
139353263,Panama,Cosmetics,Offline,C,5/4/14,Central America and the Caribbean,6/22/14,6582,437.2,263.33,2877650.4,1733238.06,1144412.34
336002099,Uganda,Office Supplies,Online,H,11/12/15,Sub-Saharan Africa,11/29/15,9343,651.21,524.96,6084255.03,4904701.28,1179553.75
585344111,Greece,Cereal,Offline,L,11/11/12,Europe,12/18/12,5185,205.7,117.11,1066554.5,607215.35,459339.15
167115628,Cote d'Ivoire,Baby Food,Offline,L,9/1/13,Sub-Saharan Africa,9/4/13,2083,255.28,159.42,531748.24,332071.86,199676.38
231365478,Philippines,Baby Food,Online,C,4/25/16,Asia,6/14/16,5041,255.28,159.42,1286866.48,803636.22,483230.26
648454988,San Marino,Office Supplies,Online,L,5/1/12,Europe,5/24/12,1096,651.21,524.96,713726.16,575356.16,138370
459057986,United Arab Emirates,Cereal,Online,C,3/30/13,Middle East and North Africa,4/5/13,4314,205.7,117.11,887389.8,505212.54,382177.26
124160802,Democratic Republic of the Congo,Fruits,Offline,H,6/30/16,Sub-Saharan Africa,8/19/16,795,9.33,6.92,7417.35,5501.4,1915.95
175062263,Canada,Office Supplies,Online,H,10/24/16,North America,12/2/16,3669,651.21,524.96,2389289.49,1926078.24,463211.25
763373696,Tunisia ,Snacks,Offline,M,7/22/17,Middle East and North Africa,8/15/17,8095,152.58,97.44,1235135.1,788776.8,446358.3
311018931,Niger,Snacks,Offline,C,10/16/11,Sub-Saharan Africa,11/28/11,6268,152.58,97.44,956371.44,610753.92,345617.52
460234296,Tajikistan,Office Supplies,Online,M,5/14/16,Asia,6/29/16,2410,651.21,524.96,1569416.1,1265153.6,304262.5
223568618,France,Clothes,Offline,C,2/15/15,Europe,3/10/15,7777,109.28,35.84,849870.56,278727.68,571142.88
933883225,Panama,Snacks,Online,L,9/7/15,Central America and the Caribbean,10/6/15,5654,152.58,97.44,862687.32,550925.76,311761.56
394351947,Slovenia,Personal Care,Online,M,5/15/15,Europe,5/17/15,6359,81.73,56.67,519721.07,360364.53,159356.54
528461110,Denmark,Clothes,Online,L,7/28/12,Europe,9/15/12,2241,109.28,35.84,244896.48,80317.44,164579.04
630009543,Federated States of Micronesia,Fruits,Online,H,7/16/10,Australia and Oceania,7/26/10,2679,9.33,6.92,24995.07,18538.68,6456.39
513108575,China,Personal Care,Online,M,7/29/13,Asia,9/11/13,9085,81.73,56.67,742517.05,514846.95,227670.1
962182033,Panama,Meat,Offline,M,9/10/15,Central America and the Caribbean,10/24/15,9900,421.89,364.69,4176711,3610431,566280
581966245,Gabon,Meat,Offline,L,12/22/11,Sub-Saharan Africa,1/7/12,5599,421.89,364.69,2362162.11,2041899.31,320262.8
747510039,Equatorial Guinea,Baby Food,Offline,H,6/28/17,Sub-Saharan Africa,7/6/17,3687,255.28,159.42,941217.36,587781.54,353435.82
654174745,Niger,Vegetables,Online,M,7/9/10,Sub-Saharan Africa,8/6/10,3699,154.06,90.93,569867.94,336350.07,233517.87
467634189,Burkina Faso,Beverages,Offline,C,1/21/12,Sub-Saharan Africa,2/14/12,2203,47.45,31.79,104532.35,70033.37,34498.98
873874700,Malawi,Snacks,Offline,C,11/10/13,Sub-Saharan Africa,11/16/13,7798,152.58,97.44,1189818.84,759837.12,429981.72
829195106,Thailand,Vegetables,Online,L,7/21/12,Asia,8/14/12,6113,154.06,90.93,941768.78,555855.09,385913.69
710206735,Romania,Vegetables,Offline,H,5/21/13,Europe,6/30/13,4810,154.06,90.93,741028.6,437373.3,303655.3
963833415,Cambodia,Beverages,Offline,H,4/27/11,Asia,4/29/11,8581,47.45,31.79,407168.45,272789.99,134378.46
757311475,South Africa,Baby Food,Offline,C,7/11/17,Sub-Saharan Africa,8/8/17,4149,255.28,159.42,1059156.72,661433.58,397723.14
228189742,United Kingdom,Office Supplies,Offline,C,2/28/10,Europe,3/17/10,5270,651.21,524.96,3431876.7,2766539.2,665337.5
934329545,Denmark,Clothes,Online,M,11/20/13,Europe,12/25/13,7730,109.28,35.84,844734.4,277043.2,567691.2
903904712,Laos,Snacks,Offline,H,10/10/12,Asia,11/15/12,4346,152.58,97.44,663112.68,423474.24,239638.44
485401570,Ireland,Fruits,Offline,H,9/7/14,Europe,10/14/14,9966,9.33,6.92,92982.78,68964.72,24018.06
997618949,Czech Republic,Office Supplies,Online,L,3/6/17,Europe,4/19/17,6471,651.21,524.96,4213979.91,3397016.16,816963.75
679668176,Namibia,Snacks,Online,C,4/24/11,Sub-Saharan Africa,5/17/11,7772,152.58,97.44,1185851.76,757303.68,428548.08
540973079,Pakistan,Snacks,Offline,L,9/17/15,Middle East and North Africa,10/20/15,4810,152.58,97.44,733909.8,468686.4,265223.4
311269986,Cote d'Ivoire,Clothes,Offline,M,3/14/12,Sub-Saharan Africa,4/26/12,561,109.28,35.84,61306.08,20106.24,41199.84
690607726,Marshall Islands,Household,Online,H,3/5/10,Australia and Oceania,3/16/10,5028,668.27,502.54,3360061.56,2526771.12,833290.44
199347627,Iceland,Snacks,Online,M,7/11/12,Europe,7/22/12,248,152.58,97.44,37839.84,24165.12,13674.72
128163516,Uganda,Cosmetics,Online,C,11/5/11,Sub-Saharan Africa,11/5/11,5287,437.2,263.33,2311476.4,1392225.71,919250.69
488041722,Cyprus,Household,Online,L,12/7/16,Europe,12/9/16,1246,668.27,502.54,832664.42,626164.84,206499.58
460281074,Lesotho,Vegetables,Offline,L,3/1/11,Sub-Saharan Africa,3/31/11,6253,154.06,90.93,963337.18,568585.29,394751.89
646492898,Hungary,Snacks,Offline,H,10/26/16,Europe,11/1/16,470,152.58,97.44,71712.6,45796.8,25915.8
818601024,Ukraine,Baby Food,Offline,C,8/12/15,Europe,9/27/15,1089,255.28,159.42,277999.92,173608.38,104391.54
368841779,Belize,Office Supplies,Online,H,1/12/13,Central America and the Caribbean,2/5/13,7334,651.21,524.96,4775974.14,3850056.64,925917.5
559763991,United Arab Emirates,Household,Online,L,11/8/11,Middle East and North Africa,11/13/11,5459,668.27,502.54,3648085.93,2743365.86,904720.07
474228990,Oman,Fruits,Online,L,11/28/15,Middle East and North Africa,12/16/15,3751,9.33,6.92,34996.83,25956.92,9039.91
165410602,Poland,Personal Care,Offline,C,2/27/11,Europe,3/27/11,7528,81.73,56.67,615263.44,426611.76,188651.68
206795156,South Africa,Baby Food,Online,C,12/7/14,Sub-Saharan Africa,12/22/14,4137,255.28,159.42,1056093.36,659520.54,396572.82
342181479,Guinea,Snacks,Offline,M,7/18/11,Sub-Saharan Africa,9/3/11,7959,152.58,97.44,1214384.22,775524.96,438859.26
835680902,Denmark,Cosmetics,Offline,C,8/26/16,Europe,8/29/16,5404,437.2,263.33,2362628.8,1423035.32,939593.48
221717250,Turkmenistan,Cosmetics,Online,M,12/1/12,Asia,12/6/12,9916,437.2,263.33,4335275.2,2611180.28,1724094.92
255026853,Saint Kitts and Nevis ,Snacks,Offline,L,5/8/14,Central America and the Caribbean,6/11/14,6968,152.58,97.44,1063177.44,678961.92,384215.52
960658538,Republic of the Congo,Cereal,Offline,H,2/2/17,Sub-Saharan Africa,2/13/17,9064,205.7,117.11,1864464.8,1061485.04,802979.76
183973634,Sri Lanka,Snacks,Offline,C,10/10/10,Asia,10/30/10,741,152.58,97.44,113061.78,72203.04,40858.74
340645968,Nauru,Beverages,Online,C,8/10/12,Australia and Oceania,9/13/12,3567,47.45,31.79,169254.15,113394.93,55859.22
766661870,Armenia,Beverages,Offline,L,7/28/10,Europe,9/4/10,1139,47.45,31.79,54045.55,36208.81,17836.74
868320167,Ukraine,Household,Offline,L,8/22/12,Europe,8/28/12,4088,668.27,502.54,2731887.76,2054383.52,677504.24
572232186,Palau,Meat,Online,L,9/15/12,Australia and Oceania,10/11/12,5075,421.89,364.69,2141091.75,1850801.75,290290
775321757,Czech Republic,Cereal,Offline,H,2/3/17,Europe,2/25/17,3792,205.7,117.11,780014.4,444081.12,335933.28
194825208,Lebanon,Household,Offline,C,6/19/10,Middle East and North Africa,7/24/10,1963,668.27,502.54,1311814.01,986486.02,325327.99
318291366,Belize,Household,Online,C,8/18/12,Central America and the Caribbean,9/27/12,8343,668.27,502.54,5575376.61,4192691.22,1382685.39
453581559,Belgium,Vegetables,Online,C,3/3/14,Europe,3/31/14,3718,154.06,90.93,572795.08,338077.74,234717.34
878869616,Angola,Snacks,Online,M,7/8/10,Sub-Saharan Africa,8/6/10,5905,152.58,97.44,900984.9,575383.2,325601.7
592641866,Malawi,Cosmetics,Offline,L,4/26/13,Sub-Saharan Africa,5/29/13,4753,437.2,263.33,2078011.6,1251607.49,826404.11
463697135,Andorra,Meat,Offline,M,5/7/16,Europe,5/27/16,7141,421.89,364.69,3012716.49,2604251.29,408465.2
981146752,United Kingdom,Personal Care,Offline,H,6/14/14,Europe,7/20/14,1982,81.73,56.67,161988.86,112319.94,49668.92
904414546,Georgia,Office Supplies,Offline,L,11/21/14,Europe,12/1/14,5217,651.21,524.96,3397362.57,2738716.32,658646.25
413236844,Spain,Household,Offline,M,11/6/10,Europe,12/15/10,4820,668.27,502.54,3221061.4,2422242.8,798818.6
657662475,South Korea,Cosmetics,Online,L,7/7/15,Asia,7/12/15,5796,437.2,263.33,2534011.2,1526260.68,1007750.52
608052766,Indonesia,Office Supplies,Online,M,11/2/12,Asia,11/8/12,5181,651.21,524.96,3373919.01,2719817.76,654101.25
205081546,Mauritius ,Cereal,Offline,L,5/8/14,Sub-Saharan Africa,6/3/14,7042,205.7,117.11,1448539.4,824688.62,623850.78
809735143,Burundi,Meat,Offline,L,6/29/17,Sub-Saharan Africa,7/11/17,7478,421.89,364.69,3154893.42,2727151.82,427741.6
253312385,Bulgaria,Cereal,Online,C,12/27/16,Europe,12/29/16,9619,205.7,117.11,1978628.3,1126481.09,852147.21
487424600,Tunisia ,Cosmetics,Offline,H,3/14/16,Middle East and North Africa,4/30/16,8626,437.2,263.33,3771287.2,2271484.58,1499802.62
833995616,Poland,Baby Food,Online,C,10/7/15,Europe,11/8/15,6691,255.28,159.42,1708078.48,1066679.22,641399.26
235261762,Guinea-Bissau,Household,Online,M,5/23/17,Sub-Saharan Africa,6/1/17,8038,668.27,502.54,5371554.26,4039416.52,1332137.74
403771865,Montenegro,Office Supplies,Offline,H,6/27/12,Europe,7/17/12,3922,651.21,524.96,2554045.62,2058893.12,495152.5
872387254,Belize,Baby Food,Offline,H,4/1/16,Central America and the Caribbean,4/16/16,7630,255.28,159.42,1947786.4,1216374.6,731411.8
344281756,Burundi,Meat,Online,C,11/8/10,Sub-Saharan Africa,12/15/10,9477,421.89,364.69,3998251.53,3456167.13,542084.4
742941701,Iraq,Personal Care,Offline,M,5/31/17,Middle East and North Africa,7/10/17,1814,81.73,56.67,148258.22,102799.38,45458.84
462165915,Senegal,Fruits,Online,M,6/14/16,Sub-Saharan Africa,6/29/16,4020,9.33,6.92,37506.6,27818.4,9688.2
216065728,Liechtenstein,Cereal,Offline,C,4/11/12,Europe,5/1/12,7505,205.7,117.11,1543778.5,878910.55,664867.95
789064967,Tanzania,Household,Online,H,1/18/14,Sub-Saharan Africa,3/8/14,713,668.27,502.54,476476.51,358311.02,118165.49
785899960,Belarus,Office Supplies,Offline,C,11/4/16,Europe,11/12/16,4118,651.21,524.96,2681682.78,2161785.28,519897.5
681619536,Palau,Baby Food,Offline,C,1/8/13,Australia and Oceania,2/23/13,5223,255.28,159.42,1333327.44,832650.66,500676.78
571585023,Algeria,Household,Online,L,2/23/11,Middle East and North Africa,3/14/11,3565,668.27,502.54,2382382.55,1791555.1,590827.45
621470248,Spain,Clothes,Online,L,1/25/17,Europe,2/19/17,5712,109.28,35.84,624207.36,204718.08,419489.28
617261540,Canada,Vegetables,Online,C,12/22/14,North America,1/17/15,262,154.06,90.93,40363.72,23823.66,16540.06
415257728,Egypt,Clothes,Online,M,8/19/16,Middle East and North Africa,9/8/16,2844,109.28,35.84,310792.32,101928.96,208863.36
392070138,Qatar,Beverages,Online,M,2/24/12,Middle East and North Africa,3/14/12,1121,47.45,31.79,53191.45,35636.59,17554.86
994622600,Uganda,Beverages,Offline,C,8/18/11,Sub-Saharan Africa,9/11/11,9785,47.45,31.79,464298.25,311065.15,153233.1
490151441,Belarus,Personal Care,Offline,M,2/5/11,Europe,3/26/11,5558,81.73,56.67,454255.34,314971.86,139283.48
816205489,South Sudan,Snacks,Online,C,6/7/11,Sub-Saharan Africa,7/23/11,2197,152.58,97.44,335218.26,214075.68,121142.58
830646073,Indonesia,Cosmetics,Offline,H,7/28/14,Asia,8/26/14,5487,437.2,263.33,2398916.4,1444891.71,954024.69
361647021,United Kingdom,Personal Care,Online,L,3/1/12,Europe,3/4/12,8245,81.73,56.67,673863.85,467244.15,206619.7
657694661,Tuvalu,Office Supplies,Online,M,1/27/12,Australia and Oceania,3/2/12,5321,651.21,524.96,3465088.41,2793312.16,671776.25
337587821,Spain,Vegetables,Offline,L,11/7/11,Europe,12/7/11,8593,154.06,90.93,1323837.58,781361.49,542476.09
340437829,Samoa ,Personal Care,Offline,C,2/18/10,Australia and Oceania,2/24/10,1974,81.73,56.67,161335.02,111866.58,49468.44
775668513,Ethiopia,Clothes,Online,M,5/26/10,Sub-Saharan Africa,6/15/10,6405,109.28,35.84,699938.4,229555.2,470383.2
473016202,India,Baby Food,Online,C,3/10/17,Asia,4/22/17,4860,255.28,159.42,1240660.8,774781.2,465879.6
132529723,Monaco,Meat,Offline,L,3/8/17,Europe,4/8/17,7345,421.89,364.69,3098782.05,2678648.05,420134
974570405,Portugal,Office Supplies,Online,L,4/9/13,Europe,4/17/13,5895,651.21,524.96,3838882.95,3094639.2,744243.75
689812076,Vanuatu,Clothes,Online,M,3/10/13,Australia and Oceania,4/12/13,9577,109.28,35.84,1046574.56,343239.68,703334.88
189241063,Mauritius ,Meat,Offline,H,8/5/10,Sub-Saharan Africa,9/3/10,9491,421.89,364.69,4004157.99,3461272.79,542885.2
454156196,Nepal,Household,Online,C,7/29/11,Asia,8/5/11,3765,668.27,502.54,2516036.55,1892063.1,623973.45
286168801,Tanzania,Clothes,Offline,L,9/13/15,Sub-Saharan Africa,10/27/15,2562,109.28,35.84,279975.36,91822.08,188153.28
357202708,Benin,Snacks,Online,L,4/2/12,Sub-Saharan Africa,5/22/12,3074,152.58,97.44,469030.92,299530.56,169500.36
959494245,Gabon,Vegetables,Offline,C,4/18/14,Sub-Saharan Africa,4/20/14,4524,154.06,90.93,696967.44,411367.32,285600.12
655592238,Sudan,Beverages,Offline,M,1/10/17,Sub-Saharan Africa,1/26/17,3167,47.45,31.79,150274.15,100678.93,49595.22
328358018,Cameroon,Baby Food,Offline,C,9/16/16,Sub-Saharan Africa,10/5/16,7289,255.28,159.42,1860735.92,1162012.38,698723.54
930965411,Iran,Cereal,Offline,H,6/15/14,Middle East and North Africa,7/12/14,2208,205.7,117.11,454185.6,258578.88,195606.72
336900746,Tunisia ,Meat,Offline,M,6/9/12,Middle East and North Africa,6/29/12,5272,421.89,364.69,2224204.08,1922645.68,301558.4
989962852,Libya,Meat,Offline,H,2/13/10,Middle East and North Africa,2/28/10,862,421.89,364.69,363669.18,314362.78,49306.4
454263055,Somalia,Fruits,Online,H,8/5/15,Middle East and North Africa,9/18/15,5388,9.33,6.92,50270.04,37284.96,12985.08
864225184,Zimbabwe,Beverages,Online,C,7/6/11,Sub-Saharan Africa,7/31/11,2292,47.45,31.79,108755.4,72862.68,35892.72
374585568,Comoros,Vegetables,Offline,L,11/19/11,Sub-Saharan Africa,12/30/11,7049,154.06,90.93,1085968.94,640965.57,445003.37
810393035,San Marino,Clothes,Online,M,11/9/12,Europe,11/21/12,2163,109.28,35.84,236372.64,77521.92,158850.72
917008912,New Zealand,Clothes,Offline,L,8/21/11,Australia and Oceania,9/14/11,2170,109.28,35.84,237137.6,77772.8,159364.8
410107028,Bosnia and Herzegovina,Vegetables,Online,H,4/14/10,Europe,6/2/10,8638,154.06,90.93,1330770.28,785453.34,545316.94
425673711,Mexico,Cereal,Online,M,12/4/11,North America,12/25/11,5165,205.7,117.11,1062440.5,604873.15,457567.35
370007789,Myanmar,Household,Offline,C,12/15/16,Asia,12/30/16,2382,668.27,502.54,1591819.14,1197050.28,394768.86
169720590,Turkey,Household,Offline,M,9/16/11,Middle East and North Africa,10/5/11,2949,668.27,502.54,1970728.23,1481990.46,488737.77
721735942,Ethiopia,Household,Offline,L,1/24/10,Sub-Saharan Africa,2/1/10,6559,668.27,502.54,4383182.93,3296159.86,1087023.07
743290174,Algeria,Snacks,Offline,H,11/5/11,Middle East and North Africa,11/25/11,4935,152.58,97.44,752982.3,480866.4,272115.9
821932113,Poland,Household,Online,L,2/19/14,Europe,3/24/14,6832,668.27,502.54,4565620.64,3433353.28,1132267.36
265523087,Canada,Vegetables,Online,M,2/3/15,North America,3/12/15,3037,154.06,90.93,467880.22,276154.41,191725.81
252236926,Saint Lucia,Cereal,Online,L,2/22/10,Central America and the Caribbean,3/3/10,1367,205.7,117.11,281191.9,160089.37,121102.53
680559957,Federated States of Micronesia,Beverages,Offline,M,12/10/10,Australia and Oceania,1/24/11,1670,47.45,31.79,79241.5,53089.3,26152.2
619291007,Tonga,Beverages,Online,C,4/5/11,Australia and Oceania,4/26/11,826,47.45,31.79,39193.7,26258.54,12935.16
557541406,Kuwait,Beverages,Offline,L,7/5/13,Middle East and North Africa,8/7/13,7747,47.45,31.79,367595.15,246277.13,121318.02
154734981,Lithuania,Beverages,Online,C,5/21/17,Europe,6/2/17,8374,47.45,31.79,397346.3,266209.46,131136.84
490608060,Denmark,Personal Care,Online,L,1/28/16,Europe,1/30/16,682,81.73,56.67,55739.86,38648.94,17090.92
915209472,Mongolia,Personal Care,Online,L,3/9/15,Asia,4/17/15,9676,81.73,56.67,790819.48,548338.92,242480.56
398900544,Saint Vincent and the Grenadines,Household,Offline,M,10/27/13,Central America and the Caribbean,11/13/13,2390,668.27,502.54,1597165.3,1201070.6,396094.7
682355105,Monaco,Fruits,Online,L,12/6/15,Europe,12/28/15,2894,9.33,6.92,27001.02,20026.48,6974.54
426559484,Comoros,Beverages,Offline,C,5/22/11,Sub-Saharan Africa,5/24/11,7285,47.45,31.79,345673.25,231590.15,114083.1
162812507,Afghanistan,Baby Food,Offline,C,1/23/10,Middle East and North Africa,3/9/10,8694,255.28,159.42,2219404.32,1385997.48,833406.84
942725503,Bulgaria,Household,Online,M,4/26/15,Europe,6/13/15,2281,668.27,502.54,1524323.87,1146293.74,378030.13
288222301,Vietnam,Office Supplies,Offline,H,8/23/12,Asia,10/12/12,239,651.21,524.96,155639.19,125465.44,30173.75
741539227,Slovenia,Cosmetics,Offline,L,4/27/11,Europe,4/28/11,6791,437.2,263.33,2969025.2,1788274.03,1180751.17
415225112,El Salvador,Cosmetics,Online,L,4/30/10,Central America and the Caribbean,6/14/10,3193,437.2,263.33,1395979.6,840812.69,555166.91
642141282,Belize,Vegetables,Offline,C,4/16/17,Central America and the Caribbean,5/16/17,2730,154.06,90.93,420583.8,248238.9,172344.9
125461566,Fiji,Personal Care,Online,C,5/21/14,Australia and Oceania,7/10/14,5720,81.73,56.67,467495.6,324152.4,143343.2
788672292,Myanmar,Household,Online,L,2/26/15,Asia,3/6/15,4512,668.27,502.54,3015234.24,2267460.48,747773.76
125572288,Namibia,Personal Care,Online,C,4/8/15,Sub-Saharan Africa,5/26/15,8485,81.73,56.67,693479.05,480844.95,212634.1
650272881,Rwanda,Clothes,Offline,L,6/15/11,Sub-Saharan Africa,7/9/11,9051,109.28,35.84,989093.28,324387.84,664705.44
447197902,Libya,Beverages,Online,M,11/16/12,Middle East and North Africa,12/18/12,4652,47.45,31.79,220737.4,147887.08,72850.32
821083676,Tanzania,Personal Care,Online,M,8/13/14,Sub-Saharan Africa,9/12/14,5761,81.73,56.67,470846.53,326475.87,144370.66
446979033,Tunisia ,Fruits,Online,L,8/6/16,Middle East and North Africa,8/17/16,9884,9.33,6.92,92217.72,68397.28,23820.44
320245301,Greenland,Cosmetics,Offline,C,3/31/12,North America,5/7/12,6556,437.2,263.33,2866283.2,1726391.48,1139891.72
606556308,Ireland,Clothes,Online,M,12/24/14,Europe,12/28/14,2345,109.28,35.84,256261.6,84044.8,172216.8
191898381,Cyprus,Cereal,Online,H,7/24/16,Europe,8/16/16,5850,205.7,117.11,1203345,685093.5,518251.5
732570350,Albania,Office Supplies,Online,H,8/12/13,Europe,9/25/13,2701,651.21,524.96,1758918.21,1417916.96,341001.25
805183541,North Korea,Clothes,Offline,L,5/21/11,Asia,6/17/11,558,109.28,35.84,60978.24,19998.72,40979.52
856661784,Senegal,Cosmetics,Offline,H,5/29/12,Sub-Saharan Africa,6/22/12,4114,437.2,263.33,1798640.8,1083339.62,715301.18
954241406,Guinea-Bissau,Office Supplies,Online,H,9/17/12,Sub-Saharan Africa,11/5/12,92,651.21,524.96,59911.32,48296.32,11615
335471236,Belgium,Office Supplies,Online,H,3/4/13,Europe,3/6/13,2249,651.21,524.96,1464571.29,1180635.04,283936.25
558212602,Madagascar,Snacks,Offline,H,9/24/15,Sub-Saharan Africa,9/24/15,6368,152.58,97.44,971629.44,620497.92,351131.52
550639331,Indonesia,Meat,Offline,M,1/12/12,Asia,3/1/12,5269,421.89,364.69,2222938.41,1921551.61,301386.8
661237752,Benin,Clothes,Online,C,7/3/17,Sub-Saharan Africa,7/14/17,3800,109.28,35.84,415264,136192,279072
408806693,Equatorial Guinea,Vegetables,Offline,C,7/27/14,Sub-Saharan Africa,9/10/14,3840,154.06,90.93,591590.4,349171.2,242419.2
732457482,Iraq,Personal Care,Offline,C,12/31/16,Middle East and North Africa,1/17/17,9301,81.73,56.67,760170.73,527087.67,233083.06
841613948,Denmark,Snacks,Offline,M,2/17/13,Europe,3/25/13,1125,152.58,97.44,171652.5,109620,62032.5
466012418,Latvia,Office Supplies,Offline,C,1/29/15,Europe,2/18/15,2285,651.21,524.96,1488014.85,1199533.6,288481.25
305701720,Tuvalu,Meat,Offline,M,2/3/17,Australia and Oceania,3/4/17,2787,421.89,364.69,1175807.43,1016391.03,159416.4
681043183,Guatemala,Cosmetics,Offline,M,6/27/14,Central America and the Caribbean,7/31/14,4667,437.2,263.33,2040412.4,1228961.11,811451.29
182710635,Vietnam,Personal Care,Offline,C,1/2/15,Asia,2/15/15,6992,81.73,56.67,571456.16,396236.64,175219.52
621690404,Iceland,Personal Care,Offline,C,4/19/12,Europe,5/23/12,861,81.73,56.67,70369.53,48792.87,21576.66
279281318,Romania,Cereal,Offline,L,6/16/12,Europe,6/29/12,4403,205.7,117.11,905697.1,515635.33,390061.77
657094705,Slovakia,Beverages,Offline,M,1/20/15,Europe,1/28/15,7780,47.45,31.79,369161,247326.2,121834.8
627054393,Sudan,Snacks,Online,M,12/8/16,Sub-Saharan Africa,1/8/17,8184,152.58,97.44,1248714.72,797448.96,451265.76
481396710,Bangladesh,Office Supplies,Online,C,1/12/16,Asia,1/20/16,4839,651.21,524.96,3151205.19,2540281.44,610923.75
582670485,Belize,Vegetables,Online,L,2/7/15,Central America and the Caribbean,2/12/15,4000,154.06,90.93,616240,363720,252520
913737046,Oman,Beverages,Online,H,5/31/10,Middle East and North Africa,7/19/10,3952,47.45,31.79,187522.4,125634.08,61888.32
627770221,Nauru,Snacks,Offline,L,8/26/10,Australia and Oceania,8/30/10,14,152.58,97.44,2136.12,1364.16,771.96
298256337,Cameroon,Cosmetics,Offline,H,6/2/10,Sub-Saharan Africa,6/5/10,9533,437.2,263.33,4167827.6,2510324.89,1657502.71
568994224,Comoros,Vegetables,Online,M,9/28/16,Sub-Saharan Africa,10/10/16,6890,154.06,90.93,1061473.4,626507.7,434965.7
804095208,Morocco,Meat,Offline,L,1/3/15,Middle East and North Africa,1/15/15,8496,421.89,364.69,3584377.44,3098406.24,485971.2
437983119,Ghana,Clothes,Online,L,7/30/10,Sub-Saharan Africa,8/21/10,7793,109.28,35.84,851619.04,279301.12,572317.92
325394284,Nigeria,Cereal,Offline,L,6/19/17,Sub-Saharan Africa,7/14/17,255,205.7,117.11,52453.5,29863.05,22590.45
491377532,Belarus,Meat,Offline,C,9/2/16,Europe,10/15/16,8386,421.89,364.69,3537969.54,3058290.34,479679.2
581294190,South Sudan,Snacks,Offline,L,12/21/12,Sub-Saharan Africa,12/28/12,6723,152.58,97.44,1025795.34,655089.12,370706.22
310818088,Democratic Republic of the Congo,Beverages,Online,L,1/3/16,Sub-Saharan Africa,2/14/16,6834,47.45,31.79,324273.3,217252.86,107020.44
815935552,Sierra Leone,Vegetables,Online,M,9/30/13,Sub-Saharan Africa,11/2/13,2316,154.06,90.93,356802.96,210593.88,146209.08
602945411,Cote d'Ivoire,Beverages,Offline,M,3/5/14,Sub-Saharan Africa,3/8/14,3801,47.45,31.79,180357.45,120833.79,59523.66
498458993,Haiti,Cereal,Online,M,3/7/11,Central America and the Caribbean,4/17/11,3948,205.7,117.11,812103.6,462350.28,349753.32
499400126,Qatar,Office Supplies,Offline,M,1/31/11,Middle East and North Africa,2/21/11,2450,651.21,524.96,1595464.5,1286152,309312.5
223005139,Bahrain,Fruits,Offline,M,9/13/13,Middle East and North Africa,10/16/13,1031,9.33,6.92,9619.23,7134.52,2484.71
256822860,Lithuania,Beverages,Online,L,2/12/16,Europe,2/15/16,8446,47.45,31.79,400762.7,268498.34,132264.36
808714616,Namibia,Personal Care,Online,H,6/26/16,Sub-Saharan Africa,7/18/16,5481,81.73,56.67,447962.13,310608.27,137353.86
356854236,Cape Verde,Personal Care,Offline,C,3/31/10,Sub-Saharan Africa,4/19/10,9953,81.73,56.67,813458.69,564036.51,249422.18
599728047,Algeria,Beverages,Offline,L,8/11/16,Middle East and North Africa,9/15/16,1711,47.45,31.79,81186.95,54392.69,26794.26
606134879,Gabon,Personal Care,Online,C,3/19/14,Sub-Saharan Africa,5/8/14,7635,81.73,56.67,624008.55,432675.45,191333.1
865186059,Kiribati,Meat,Online,M,1/15/13,Australia and Oceania,1/23/13,6636,421.89,364.69,2799662.04,2420082.84,379579.2
136305415,United Kingdom,Personal Care,Online,L,10/13/12,Europe,11/24/12,4656,81.73,56.67,380534.88,263855.52,116679.36
399229276,Qatar,Personal Care,Online,H,3/15/14,Middle East and North Africa,4/29/14,9669,81.73,56.67,790247.37,547942.23,242305.14
104006469,Bahrain,Fruits,Online,H,5/1/15,Middle East and North Africa,5/1/15,6680,9.33,6.92,62324.4,46225.6,16098.8
920998322,Denmark,Baby Food,Online,L,4/11/15,Europe,4/18/15,2725,255.28,159.42,695638,434419.5,261218.5
990878665,Taiwan,Household,Online,H,5/30/10,Asia,7/17/10,1871,668.27,502.54,1250333.17,940252.34,310080.83
774633824,Malawi,Meat,Offline,H,5/1/13,Sub-Saharan Africa,5/22/13,218,421.89,364.69,91972.02,79502.42,12469.6
